gold_diff,kill_diff,my_team_tower_fb,my_team_drake_fb,my_team_herald_fb,my_team_win
1604,2,0,0,0,True
728,1,0,0,1,True
-1045,-4,0,0,1,False
-1790,-3,1,1,0,False
915,2,0,1,0,True
-30,-1,1,0,1,False
60,1,1,1,0,False
-2382,-3,1,1,0,False
-369,1,1,0,0,False
2301,4,0,1,1,True
-57,0,1,1,0,False
-2979,-9,0,0,1,False
-532,-2,0,1,0,False
-1518,-4,1,0,0,True
150,-1,1,1,0,True
-4341,-7,1,0,0,False
-314,-3,0,0,1,True
-3136,-5,1,1,0,False
-2902,-3,0,1,1,False
-767,0,1,0,0,False
-50,1,1,0,0,True
-1304,0,0,0,0,True
-2596,-4,1,1,0,False
-1900,-3,1,1,0,True
788,3,0,0,1,True
-921,-3,0,1,1,True
-35,-1,1,1,0,True
-4418,-9,1,0,1,False
-239,-2,1,0,1,True
2408,3,1,1,1,True
-2298,-2,1,1,0,False
1431,3,0,1,1,True
2934,7,0,1,1,True
-765,1,1,1,1,True
-1420,-3,0,1,0,True
3063,5,0,1,1,True
2384,4,0,0,1,True
-1463,-2,1,0,0,False
-1295,0,0,1,1,False
520,1,1,1,0,True
-967,-3,1,1,0,False
2060,2,1,0,1,True
2621,4,0,0,1,True
12,0,1,0,0,False
2205,3,1,0,1,True
-979,-1,1,1,1,True
1080,1,0,1,1,True
2613,7,0,1,1,True
1865,2,1,0,0,True
-2025,-6,1,1,1,False
-3061,-6,1,0,0,False
226,0,0,0,1,True
-1001,-2,1,0,0,False
-1746,-4,1,0,0,False
560,1,1,0,0,False
1329,4,1,0,1,True
227,0,0,1,0,True
-3091,-5,1,0,0,False
3777,8,0,0,1,True
-535,-3,0,1,1,True
-356,-2,1,0,0,False
-1402,-2,1,1,0,False
405,0,1,1,0,False
1326,2,1,0,1,True
645,3,0,1,1,True
392,1,1,0,0,False
-1797,-5,1,0,0,False
3398,7,0,1,0,True
5242,10,0,1,1,True
2767,5,0,1,1,True
-2198,-4,1,0,0,False
-2261,-1,1,0,0,False
-754,1,0,1,0,True
714,2,1,1,1,True
-2153,-4,1,0,0,False
2098,4,0,0,1,True
1340,2,0,1,1,True
1949,5,0,1,1,True
701,3,1,1,0,False
1436,3,1,0,1,True
331,-1,0,0,1,True
192,1,1,1,0,False
1248,3,0,0,1,True
696,0,1,0,1,False
-213,-1,1,1,1,False
-698,-6,1,0,0,True
-1365,-4,1,1,0,True
-2311,-4,1,0,0,False
1021,2,0,0,0,True
795,0,0,1,0,True
1082,7,1,1,1,True
-231,-4,0,0,0,True
-1939,-2,1,0,1,False
-3983,-5,1,1,0,False
-1653,-2,1,1,1,True
-1075,-1,1,0,0,False
1368,4,1,0,1,True
1251,5,0,0,1,True
2840,3,0,1,1,True
-1114,0,1,1,0,False
1776,3,0,0,1,False
-1714,-2,0,1,1,True
1274,1,1,1,1,True
3179,9,0,1,0,False
2234,6,0,1,1,True
-374,-2,0,0,1,True
291,-2,0,1,0,True
964,3,1,1,1,True
-289,0,0,0,1,False
3813,8,0,1,1,True
2544,4,0,1,1,True
-825,-1,1,1,1,True
-820,-2,0,0,0,True
2312,5,0,0,1,True
-1209,-3,0,0,0,True
2195,2,0,1,0,True
-338,0,1,0,1,False
-2096,-4,1,0,0,False
967,4,1,0,0,False
-863,-3,0,0,0,False
2821,6,0,1,0,False
-401,0,1,0,0,False
3300,6,0,1,0,False
1476,4,0,0,1,True
1178,2,1,1,0,False
2719,5,0,1,1,True
-1418,-3,1,0,0,True
-3479,-7,1,1,0,False
5491,10,0,1,1,True
4554,11,0,0,1,True
753,2,0,1,1,True
114,1,1,0,0,False
-1717,-5,1,1,0,False
1618,4,0,1,0,True
-3035,-5,1,0,0,False
78,-2,0,1,0,False
1054,1,0,1,0,True
3555,9,0,0,1,True
-619,-1,0,1,1,True
532,1,0,0,1,True
2151,4,0,1,0,False
-1691,-1,1,0,0,False
-288,2,1,0,0,False
-617,-1,1,0,0,True
1064,1,1,0,0,False
-395,-1,0,0,1,True
668,3,1,1,1,True
-580,-2,1,0,1,False
817,1,0,1,1,True
-117,1,1,1,0,True
3305,7,0,1,1,True
4260,8,0,1,1,False
-876,-1,1,1,0,False
3153,5,1,1,1,True
1849,-1,0,1,1,True
-2499,-6,1,0,0,False
-289,-3,1,0,1,True
-543,0,1,1,0,True
-1933,-1,1,0,0,False
2961,3,0,1,0,True
762,2,1,0,0,True
-3694,-6,1,0,0,False
3257,3,0,1,0,True
-553,0,1,0,0,False
1275,4,0,1,1,True
-584,-2,1,0,1,False
-2871,-7,1,0,1,False
-2979,-6,1,0,0,False
2280,5,0,0,1,True
338,-1,0,1,1,True
1973,2,0,1,0,True
1918,0,0,0,0,False
2286,6,0,1,1,True
-3042,-3,1,1,0,True
441,1,1,1,0,True
-1795,-2,1,0,0,False
-627,-2,0,0,1,False
2825,6,0,1,1,True
988,2,0,1,1,True
308,0,0,0,1,True
-1433,-1,1,1,0,False
-104,0,1,0,0,False
3852,7,0,1,1,True
-1021,-2,0,0,0,False
-1184,-2,1,1,0,False
-860,-5,0,1,0,False
-1805,-2,1,1,0,True
-72,0,1,0,0,False
-3468,-9,1,0,0,False
-1285,-4,1,1,0,False
921,2,0,0,0,False
-2292,-5,1,1,0,False
1016,5,1,0,1,False
2650,4,0,0,1,False
-1314,-2,0,1,1,True
-1349,-1,1,1,0,False
4773,9,0,1,1,True
1009,2,1,0,1,True
-1980,-2,0,1,0,False
-2327,-3,1,0,0,False
2158,5,0,0,1,False
3026,4,0,1,0,True
-800,-2,1,1,1,True
-2919,-5,1,0,1,False
-3075,-5,1,0,1,True
708,-1,0,1,1,False
-122,-2,1,0,0,True
2927,5,0,1,1,True
-1123,-3,1,0,0,False
-866,-1,1,0,0,False
-1125,-4,0,0,1,False
781,1,1,0,1,False
-932,-3,0,0,0,False
238,1,0,0,1,True
449,4,0,0,1,True
-2660,-5,1,0,0,False
876,1,0,1,1,True
1280,1,0,1,0,True
-1647,-2,1,1,0,True
93,1,1,1,0,False
293,1,1,1,1,True
-1381,-5,0,0,0,True
-1570,-4,0,1,0,False
-1784,-3,0,0,0,True
-1725,-2,0,1,0,True
-1825,-4,1,0,1,False
36,2,0,1,1,True
3430,4,0,1,1,True
874,2,1,0,1,False
-490,-1,1,0,1,False
-3637,-9,1,0,0,False
1721,2,0,1,0,True
-337,1,1,0,0,False
764,3,1,0,1,False
-400,-3,1,0,0,False
1792,3,0,1,0,True
-2312,0,1,1,0,False
112,1,0,1,1,False
3251,8,0,1,1,True
1495,2,0,0,1,True
-1759,-5,1,0,0,False
1091,3,0,1,1,True
-2849,-4,1,1,1,True
-2661,-6,1,0,0,True
-3223,-5,1,0,0,False
4347,10,1,1,1,True
-502,-1,1,1,0,True
1508,4,0,1,1,True
-1888,-3,1,0,0,False
-3815,-8,1,1,0,False
-3867,-8,1,0,0,False
-3464,-9,1,0,1,False
-1848,-4,0,0,0,True
-922,-3,0,0,0,True
-2066,-1,1,1,0,False
4302,10,0,0,1,True
3722,8,0,0,0,True
1375,3,1,1,1,True
2112,3,0,1,1,True
3489,10,0,0,1,True
611,2,0,0,1,True
-6232,-10,1,1,0,False
773,2,0,1,0,True
2429,5,1,0,0,False
-3697,-6,1,1,1,False
1029,1,1,1,1,True
-1724,-6,1,0,0,False
-395,-3,0,1,0,True
-1950,-2,0,0,0,False
-1348,-3,0,0,1,False
680,3,1,1,0,True
-5278,-11,1,0,0,False
-167,-3,0,1,1,True
-286,0,0,1,0,True
-3018,-6,1,1,0,False
260,-1,0,0,1,True
-2567,-4,1,1,0,False
1209,1,0,1,0,False
1970,4,1,0,0,False
2491,4,0,0,1,True
4673,11,0,0,0,True
-1719,-4,1,0,0,False
1199,0,0,0,1,True
-757,-1,0,0,1,True
-1117,1,1,1,1,True
-891,-2,1,1,0,False
-3326,-4,0,0,0,False
-551,-1,0,0,0,True
-394,0,0,0,1,False
-2060,-4,1,1,0,False
314,1,1,0,0,False
4249,7,0,0,0,True
1596,0,0,0,1,True
1717,2,1,0,0,False
1936,1,0,1,1,True
-1932,-3,0,0,0,False
-111,1,0,1,1,True
3154,4,0,1,1,True
-2558,-6,0,1,0,True
-793,-1,0,0,1,False
-989,-4,0,0,0,False
-1194,-4,0,0,1,True
1363,4,0,0,1,False
-965,-2,1,1,0,True
646,1,1,1,1,True
1621,5,1,1,0,False
597,2,1,1,0,False
1800,5,1,1,1,True
3456,6,0,0,0,True
-1579,-5,1,1,0,False
-1388,-1,1,0,1,False
3592,10,0,1,1,True
-1185,2,1,1,1,False
-423,-2,1,0,0,False
1140,4,0,1,1,True
1730,2,0,1,1,True
879,0,1,1,1,True
2237,4,0,0,0,True
-212,0,0,0,0,False
107,1,1,0,1,False
-1105,-2,0,1,1,True
-656,1,1,0,0,False
-1223,-2,0,0,0,True
-2622,-4,1,0,0,False
-264,-1,0,1,0,False
-1470,-5,1,0,0,False
642,2,1,0,1,True
-2219,-4,1,1,1,False
-160,-2,0,0,1,True
-2674,-6,1,1,0,False
3891,8,0,0,0,True
-543,-3,1,0,0,False
-1067,-3,0,1,1,True
1585,3,1,0,1,False
848,4,0,1,0,False
-654,-2,0,0,0,True
-19,-1,1,1,0,False
1303,2,0,1,0,False
3752,9,0,1,0,True
-4763,-9,1,0,0,False
1305,5,0,0,0,True
-1659,-2,1,0,1,True
1729,1,1,0,1,True
839,1,0,1,1,True
2696,6,0,0,0,False
1993,7,0,0,1,True
159,0,0,1,1,True
1171,0,1,0,1,False
-1089,-1,1,0,1,True
-867,-2,1,1,0,False
-1404,-4,1,0,0,False
4010,7,0,1,1,True
-118,1,1,0,0,False
-3394,-6,1,0,0,False
-405,-2,0,0,1,True
-907,-1,1,0,0,False
-267,-1,1,0,0,True
2328,5,0,1,0,True
-695,-2,0,1,0,False
1362,2,0,0,1,True
-3705,-7,1,0,0,False
-1544,-4,1,1,0,True
-756,-3,0,0,0,False
813,2,1,1,1,True
1280,3,0,0,1,True
-2355,-4,1,0,0,False
495,-1,0,0,1,False
1255,4,0,1,0,False
-1864,-3,1,0,0,False
-19,1,1,0,0,True
2201,4,0,0,0,False
3920,6,0,1,1,True
83,0,1,0,1,False
1711,3,1,0,0,False
-115,0,1,0,0,False
2801,7,1,1,1,False
179,0,1,0,0,False
986,3,0,1,1,True
1247,5,0,1,0,True
1257,2,0,1,1,False
-3909,-7,1,1,0,False
87,-2,0,0,1,True
1909,3,0,1,0,True
992,1,0,0,1,True
405,0,1,1,1,False
-1159,-2,1,1,0,False
-1965,-4,1,0,0,True
-3123,-8,1,0,0,False
-317,0,0,0,1,True
-728,-3,0,0,0,False
2068,3,0,1,1,True
1463,1,0,1,1,True
-96,-1,1,0,1,True
956,1,1,1,0,True
-1699,-1,1,1,1,False
-1698,-3,1,0,0,False
-3019,-6,1,1,1,False
2439,6,0,1,1,True
853,-2,0,0,1,True
632,1,0,1,1,True
845,1,1,1,1,False
-271,0,0,0,1,True
-1928,-4,1,1,0,False
7,0,1,0,0,False
1181,2,0,1,1,True
-478,1,0,0,0,False
-1930,-1,1,0,0,False
-226,-2,0,1,1,False
-569,1,1,0,0,False
1670,4,0,1,1,True
6,0,0,1,1,True
-1946,-3,1,0,0,False
-307,-1,1,1,0,False
-2571,-7,1,1,0,False
6122,10,0,0,1,True
-3672,-7,1,0,0,False
2205,7,0,0,1,True
-1363,-3,1,0,0,False
1357,1,0,0,0,False
1149,2,1,1,1,True
-439,1,0,0,0,False
1947,1,0,1,0,False
1104,6,1,1,0,False
-3412,-10,0,0,1,False
-1400,-2,1,0,0,False
830,3,0,0,0,True
-1507,-5,1,0,0,False
-1098,-1,1,1,1,True
-2691,-7,1,1,0,False
-1256,-3,1,1,1,True
-722,-1,1,0,1,True
307,1,1,1,0,True
-230,-2,0,0,1,True
2202,3,0,1,1,True
-1010,-2,1,0,0,False
-446,1,1,1,1,True
604,-1,0,0,1,True
3277,6,0,0,1,True
5220,13,0,1,1,True
1663,2,0,1,1,True
1304,2,1,1,0,False
483,3,0,0,1,True
3566,2,0,0,0,True
3029,4,0,1,1,True
1323,1,0,0,0,False
1079,1,1,0,0,False
-1706,-5,0,1,0,True
-3314,-5,0,1,0,True
-973,-1,1,0,0,False
-1740,-3,0,1,1,True
-2326,-5,1,0,0,False
1800,2,0,1,0,True
654,2,0,1,1,True
3402,4,0,1,1,True
2636,5,0,1,0,True
-2815,-6,1,0,1,False
302,2,0,1,1,True
-796,1,1,1,1,True
1228,2,1,0,1,False
-24,0,0,1,0,True
-1155,-4,0,1,0,True
1311,4,1,1,0,False
-1711,-6,1,0,0,False
-2435,-7,1,0,0,False
722,3,0,0,0,False
-344,-2,1,1,0,True
680,-1,1,0,0,False
1397,-1,0,0,0,True
1975,5,0,0,1,False
-1250,-4,0,0,0,True
-48,-1,1,0,0,False
1692,1,0,1,0,True
-1153,-2,0,1,0,True
1974,4,1,0,1,True
-2133,-7,0,0,0,False
1158,0,0,0,1,True
2689,1,0,0,1,True
1430,2,1,0,0,False
901,0,0,0,1,True
-930,-1,1,0,1,True
-685,-3,0,1,1,True
2033,5,1,1,0,True
1869,6,0,1,1,True
-1906,-5,1,0,0,False
361,0,1,0,0,False
2579,5,0,0,1,True
-2286,-5,1,0,0,False
1557,4,1,1,1,True
4238,8,1,1,1,True
1,-1,1,0,1,False
114,-1,1,0,0,False
-3188,-2,1,0,0,True
2358,6,0,1,1,True
-629,0,0,0,1,False
-3867,-7,1,0,0,False
-495,-1,0,0,0,True
944,3,0,0,1,True
1448,3,0,1,1,True
4421,7,0,0,1,True
-2696,-9,1,0,1,True
3083,5,0,1,0,True
877,3,1,1,1,True
236,2,0,0,1,True
447,0,0,1,1,False
-714,-3,0,1,1,True
551,2,1,1,1,False
4591,6,0,1,1,True
-1806,-4,1,0,0,True
-170,-2,1,0,0,True
-2675,-8,1,0,1,True
-1318,-2,1,0,1,False
2151,2,0,0,1,False
-78,-2,0,0,1,True
1168,3,0,1,1,True
3064,5,0,1,1,True
660,3,1,0,0,False
-1821,-2,1,0,0,False
2105,4,0,0,0,True
506,0,1,0,0,False
1103,3,0,1,0,True
571,0,0,0,1,False
-3658,-5,1,0,0,False
2980,6,0,1,1,True
340,1,0,1,1,True
-2499,-6,1,0,0,False
989,3,0,1,0,True
-92,-4,1,0,0,False
-3800,-5,1,0,0,False
-3419,-3,1,0,0,False
-1167,-2,0,1,1,True
863,3,1,0,1,False
-2346,-6,1,1,0,False
595,0,1,0,0,True
-394,2,0,1,0,False
-441,1,1,1,0,False
-210,-1,1,0,0,False
-170,-2,1,1,1,False
1947,8,1,1,0,False
-2375,-3,0,1,1,False
1369,4,0,1,0,True
-2400,-2,1,1,1,False
-1730,-6,1,1,1,False
-2014,-5,1,0,1,True
-220,-1,0,0,1,True
2154,3,0,1,1,True
-181,-3,1,0,0,True
592,0,1,0,0,True
-697,-4,0,1,1,True
1142,2,0,1,1,True
3447,6,0,0,0,True
-2662,-6,1,0,0,False
-4531,-9,1,0,0,False
-240,0,0,0,1,True
394,1,1,1,0,True
-37,-1,1,1,0,True
-2246,-4,1,0,0,False
248,0,0,0,1,False
2792,5,1,1,0,False
-758,-3,0,0,1,True
1879,4,0,1,1,True
-2496,-5,1,1,0,False
-628,-2,1,0,1,True
1905,3,0,0,1,True
-148,1,0,1,1,True
618,1,0,0,1,True
1918,3,1,1,0,True
89,-1,1,0,0,True
2438,5,0,1,1,True
-1103,-2,0,1,1,True
-244,0,0,0,1,True
-2916,-6,1,0,0,False
6384,12,0,1,0,True
312,2,1,1,0,False
13,0,0,1,1,True
-1611,0,1,0,0,False
2654,4,0,0,1,True
-2148,-3,1,0,0,False
-939,-3,1,1,1,False
-1185,-1,1,1,0,False
466,5,1,0,0,False
2234,4,0,1,1,True
745,1,0,1,1,True
-3810,-11,0,0,0,False
245,1,1,0,1,False
-852,-2,1,1,0,False
-4376,-11,1,0,1,False
306,0,1,0,1,True
3041,8,0,0,1,True
-305,0,1,1,0,True
-1942,-4,1,0,0,False
302,0,0,1,1,True
2796,4,0,1,1,False
996,2,0,0,1,False
-60,0,0,0,1,False
2722,6,0,0,1,True
-135,-1,1,0,0,False
1245,1,0,1,1,True
-370,1,0,1,0,True
906,0,0,1,1,False
-1071,-2,1,0,0,False
60,2,0,1,1,True
2415,2,0,0,1,True
-575,-1,1,1,0,False
-1698,-3,1,1,0,True
-2623,-5,1,1,0,False
1826,5,0,0,1,True
-4415,-9,1,0,0,False
-1123,-3,1,1,0,True
-1013,-1,1,0,0,False
243,0,0,0,1,True
911,1,0,0,1,True
1733,3,0,0,1,True
-3288,-8,0,0,1,False
-587,-1,0,0,1,True
-1052,-1,0,1,0,True
342,1,1,0,0,True
726,3,1,0,0,True
1373,1,1,1,0,False
302,0,0,1,0,True
505,1,0,1,1,True
-265,-2,0,1,1,False
-2213,-6,1,0,0,False
1447,3,1,0,0,False
-201,1,1,1,0,True
1363,0,1,0,0,False
-5,-3,0,1,1,True
-963,-2,0,1,0,True
4337,8,0,0,0,False
-557,-2,1,0,0,False
-2480,-8,0,0,0,False
-1234,-3,0,1,1,False
1259,2,1,0,1,False
-2974,-6,1,1,1,True
650,2,0,0,0,True
1416,0,0,0,1,True
354,-1,1,0,1,True
-2108,-6,0,0,1,True
535,0,0,0,0,False
-2110,-4,1,0,0,False
-885,-5,1,1,0,False
2442,2,0,1,0,True
1115,0,0,0,0,True
-338,-2,1,1,0,True
-571,-2,0,1,1,True
-347,-2,0,1,1,True
2654,3,0,0,1,True
960,0,0,1,1,False
-3073,-5,1,1,0,False
215,-1,0,0,0,False
-702,-2,1,0,0,False
4808,9,0,0,1,True
1701,4,0,1,1,False
-3645,-9,0,0,1,False
4642,4,0,1,1,True
-2265,-5,1,1,0,False
-65,-3,1,0,0,False
-3187,-6,1,1,0,False
952,1,0,1,1,True
598,1,0,0,1,True
-449,-2,1,0,0,False
1158,-2,0,1,1,True
-1321,-3,0,1,0,False
-1605,-4,1,0,0,False
96,0,0,1,0,True
1133,2,0,1,1,True
2877,4,0,1,1,True
3182,4,0,1,1,True
-1553,-1,1,0,0,False
1020,1,0,0,0,True
1301,1,1,0,0,False
-2786,-4,0,1,1,True
1196,-2,0,0,0,True
-131,0,0,0,0,False
-4272,-10,0,0,0,False
1069,6,1,0,0,False
-2646,-7,1,0,0,False
-170,-1,0,0,0,True
1933,6,0,1,0,True
-891,0,1,1,1,True
-666,0,1,0,1,False
12,3,1,1,0,False
1970,6,1,0,1,False
757,0,1,0,1,False
1867,3,1,0,0,False
574,3,0,0,1,True
426,1,0,0,1,True
-1168,-3,1,1,0,False
-2886,-5,1,1,1,False
557,3,1,1,1,False
-1671,-1,1,1,0,False
6,0,0,1,1,True
-589,-1,1,1,1,True
294,1,1,0,1,True
1596,4,0,1,1,True
-1116,-3,1,1,1,True
1141,3,1,1,0,False
387,2,1,1,0,True
-39,0,1,0,0,False
-1129,-1,1,1,1,True
-991,-4,0,0,1,True
-1960,-5,0,1,1,True
-1220,-3,1,0,0,False
-1677,-1,1,0,0,False
792,4,1,1,0,True
-1037,-3,0,1,1,True
761,1,1,0,1,True
1231,3,1,0,1,True
-1881,-4,1,0,0,False
-144,-1,0,1,1,False
1441,3,1,1,0,True
1374,4,1,0,1,True
1487,3,0,0,0,True
-116,1,1,1,0,False
-1653,-5,0,0,0,False
-1862,-5,0,0,1,True
346,1,0,1,0,True
-1652,-3,0,0,0,True
-4066,-8,1,1,1,True
-324,-1,0,0,0,False
1269,5,0,1,1,True
-591,1,0,0,0,False
11,1,1,1,0,True
-1867,-4,1,1,1,True
-809,-1,0,0,0,False
515,1,1,0,0,False
-567,-1,1,0,0,False
-1465,-1,1,0,0,False
-168,2,1,0,0,False
-624,-2,0,1,1,False
-723,-2,1,0,0,False
1207,3,0,1,1,True
316,-3,0,0,0,False
243,0,0,0,0,False
1741,3,0,0,1,True
2291,4,0,1,1,True
1821,5,0,1,1,True
1500,1,0,1,0,True
608,-1,0,0,1,True
-3940,-6,1,0,0,False
959,1,1,1,0,True
685,3,1,0,0,False
-1166,-5,0,0,1,True
-705,-3,0,1,0,False
704,-2,0,1,0,True
1465,2,0,0,1,False
-26,1,1,1,1,True
1722,5,0,0,1,False
-788,-3,1,1,1,True
-1421,-2,1,0,1,True
-1045,-3,0,0,1,False
-1349,-2,1,0,1,False
262,1,0,0,0,True
-623,-4,1,0,0,False
1103,2,1,0,1,True
-223,0,0,1,1,True
1775,2,1,1,1,False
